,Rstart,L1,Rend,L2,delta L,T,random,Expo,Accept?
344,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 27, 20, 23, 3, 13, 21, 6, 11, 4, 18, 26, 12]",1436.5447412270003,69.46085347999997,0.6302849501363172,0.014159852150676833,2.67715740089703e-10,No
345,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[29, 26, 23, 21, 5, 3, 18, 1, 15, 12, 8, 27, 28, 10, 19, 16, 7, 17, 13, 20, 6, 24, 25, 22, 30, 11, 4, 2, 9, 14]",2320.2963701199997,953.2124823729994,0.6239821006349541,0.20231787749553332,2.050804448539074e-133,No
346,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 26, 18, 4, 12]",1397.4387962100002,30.3549084629999,0.6177422796286045,0.15630303943352786,5.3937027542457825e-05,No
347,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[21, 24, 17, 12, 6, 29, 18, 28, 19, 27, 22, 25, 9, 10, 30, 1, 11, 23, 13, 20, 7, 3, 16, 4, 15, 5, 2, 14, 26, 8]",2289.520005335,922.4361175879997,0.6115648568323184,0.09104770997239753,9.747705207322371e-132,No
348,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 11, 6, 21, 4, 18, 26, 12]",1368.8181212270001,1.7342334799998298,0.6054492082639953,0.8762723745502556,0.563901905903462,No
349,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[28, 29, 24, 6, 10, 4, 14, 2, 8, 11, 19, 15, 7, 25, 9, 17, 26, 3, 12, 16, 27, 22, 18, 1, 23, 20, 30, 13, 21, 5]",2052.6136643400005,685.5297765930002,0.5993947161813553,0.7564404213914743,4.5623083567709767e-100,No
350,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[15, 5, 17, 16, 18, 29, 19, 28, 2, 22, 30, 25, 9, 8, 10, 7, 14, 1, 13, 20, 23, 3, 27, 21, 26, 11, 4, 24, 6, 12]",1834.7574891450001,467.67360139799985,0.5934007690195418,0.07638912353982263,3.5025784102979996e-69,No
351,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[19, 9, 22, 13, 6, 12, 5, 29, 30, 10, 28, 11, 18, 26, 20, 4, 21, 23, 1, 25, 17, 14, 3, 2, 24, 16, 7, 27, 8, 15]",2348.81873768,981.7348499329999,0.5874667613293463,0.5370799805055988,7.035056598824146e-146,No
352,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 12, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 22]",1436.5831376699998,69.49924992299952,0.5815920937160528,0.6032964466124966,4.17361146986784e-11,No
353,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 26, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 19, 12]",1764.1173681650002,397.03348041799995,0.5757761727788923,0.4095553095715956,1.2746440535436885e-60,No
354,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[13, 21, 17, 26, 10, 20, 3, 1, 22, 5, 9, 15, 16, 11, 29, 12, 4, 6, 23, 7, 19, 2, 30, 14, 25, 24, 27, 8, 18, 28]",2345.930769985,978.8468822379998,0.5700184110511033,0.376233177774555,6.985320112962013e-150,No
355,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 12, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 25]",1508.3891202119999,141.30523246499956,0.5643182269405923,0.06881827453221967,1.7804930486541303e-22,No
356,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 7, 8, 30, 9, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1417.916687095,50.83279934799975,0.5586750446711863,0.4060457628152181,1.2498882101423739e-08,No
357,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 3, 5, 1, 13, 20, 23, 7, 27, 21, 6, 11, 4, 18, 26, 12]",1413.5876538650002,46.50376611799993,0.5530882942244745,0.8906725369020235,4.976086493127591e-08,No
358,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 18, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 8, 26, 12]",1467.822020817,100.73813306999978,0.5475574112822297,0.17504826856561562,1.0469716691097494e-16,No
359,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 3, 23, 20, 27, 21, 6, 11, 4, 18, 26, 12]",1420.723064337,53.639176589999806,0.5420818371694074,0.33401268907865467,2.542632262603493e-09,No
360,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 13, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 24, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1441.318819711,74.23493196399977,0.5366610187977133,0.5608934514001128,9.661249828366382e-13,No
361,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 5, 19, 13, 23, 7, 14, 25, 17, 11, 28, 20, 3, 24, 8, 29, 21, 4, 1, 26, 27, 22, 18, 9, 16, 15, 6, 30, 12, 10]",2106.394057977,739.3101702299998,0.5312944086097362,0.4300055695761851,1.3600559791944217e-121,No
362,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 30, 9, 8, 25, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1493.0324396570002,125.94855190999988,0.5259814645236388,0.02253079857124718,1.5894946131994453e-21,No
363,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 12, 11, 4, 18, 26, 6]",1458.885410845,91.80152309799973,0.5207216498784024,0.25544437248028884,4.86475268138762e-16,No
364,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 26, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 14, 12]",1403.871480445,36.7875926979998,0.5155144333796183,0.010328066465052688,6.333850653438115e-07,No
365,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 5, 3, 16, 30, 18, 1, 25, 15, 29, 8, 7, 13, 24, 14, 10, 21, 20, 9, 28, 27, 17, 4, 19, 22, 11, 23, 26, 6, 12]",2561.2630573619995,1194.1791696149992,0.5103592890458222,0.2155674477791799,5.763159208903261e-204,No
366,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 12, 14, 19, 24, 18, 20, 11, 1, 15, 10, 26, 9, 17, 28, 3, 5, 16, 13, 4, 23, 21, 7, 27, 6, 30, 8, 22, 25, 29]",2358.54338918,991.4595014329996,0.5052556961553639,0.6144062009856806,3.609379042852118e-171,No
367,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 18, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 29, 26, 12]",1593.6460022270003,226.56211448,0.5002031391938103,0.2907649701661996,4.5510678208685055e-40,No
368,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 20, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 19, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1854.1973913070003,487.11350356,0.4952011078018722,0.13767640238418988,3.6281026246466856e-86,No
369,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 23, 25, 9, 8, 30, 7, 5, 1, 13, 20, 10, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1454.7632456890003,87.67935794200002,0.4902490967238535,0.9344926668812401,2.9213684684770746e-16,No
370,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 26, 29, 28, 6, 11, 16, 21, 5, 22, 9, 17, 12, 24, 19, 27, 1, 18, 13, 20, 23, 3, 30, 10, 14, 25, 7, 4, 15, 8]",2064.42856673,697.3446789829998,0.4853466057566149,0.750302107911345,1.5899177462933718e-125,No
371,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 1, 22, 10, 25, 9, 8, 30, 7, 5, 15, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1503.8427409170001,136.75885316999984,0.4804931396990488,0.007826466355007389,1.896963555679445e-25,No
372,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 27, 7, 5, 1, 13, 20, 23, 3, 30, 21, 6, 11, 4, 18, 26, 12]",1413.962325395,46.87843764799982,0.47568820830205827,0.5965705342305142,2.7553182036246056e-09,No
373,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 30, 19, 28, 15, 22, 10, 25, 9, 8, 29, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1619.9702868050001,252.88639905799982,0.47093132621903766,0.678499518885883,2.2775049979211163e-47,No
374,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 18, 20, 23, 3, 27, 21, 6, 11, 4, 13, 26, 12]",1433.2692943569998,66.18540660999952,0.4662220129568473,0.5463266800017175,4.671027174914666e-13,No
375,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[28, 24, 17, 16, 27, 29, 19, 30, 15, 12, 10, 23, 9, 8, 2, 7, 5, 26, 13, 20, 11, 3, 1, 21, 6, 25, 4, 18, 14, 22]",1975.5601081899997,608.4762204429994,0.4615597928272788,0.04089655179553853,3.115665140822931e-115,No
376,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[6, 14, 2, 23, 9, 24, 13, 12, 7, 22, 15, 25, 27, 11, 5, 10, 20, 21, 29, 4, 28, 17, 18, 19, 3, 16, 8, 26, 1, 30]",2491.36291192,1124.2790241729997,0.456944194899006,0.011997970167053285,1.948947038038285e-214,No
377,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 11, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 28, 4, 18, 26, 12]",1548.3620837170001,181.27819596999984,0.45237475295001595,0.09363466214998484,1.5610136895564024e-35,No
378,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 20, 13, 1, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1493.6066893600002,126.52280161299996,0.44785100542051576,0.6855940265605127,2.893429306598745e-25,No
379,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 12, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 8]",1471.01771458,103.93382683299978,0.44337249536631057,0.05561545322984929,4.3535331417283855e-21,No
380,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[13, 8, 11, 16, 1, 26, 25, 14, 23, 5, 10, 2, 15, 20, 22, 12, 17, 29, 28, 24, 30, 3, 19, 4, 6, 21, 9, 18, 27, 7]",2351.72079999,984.6369122429999,0.43893877041264745,0.015519295985404136,1.4330164379747187e-195,No
381,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[25, 2, 28, 27, 8, 3, 20, 19, 5, 22, 26, 23, 15, 6, 18, 4, 7, 12, 1, 21, 13, 30, 24, 11, 10, 16, 29, 14, 9, 17]",2250.067931265,882.9840435179997,0.43454938270852095,0.5137407673951989,3.212037462405336e-177,No
382,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 21, 27, 3, 6, 11, 4, 18, 26, 12]",1500.6299263070002,133.54603855999994,0.43020388888143574,0.5288371672049895,1.0884984806359719e-27,No
383,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 11, 6, 4, 18, 26, 12]",1433.279254277,66.19536652999977,0.4259018499926214,0.6860204987094323,3.1625938338086194e-14,No
384,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 21, 6, 11, 4, 18, 26, 12]",1367.0838877470003,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,-4.279314600000134,0.42164283149269516,--,--,Yes
385,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 24, 17, 3, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 16, 27, 6, 21, 11, 4, 18, 26, 12]",1393.242738487,30.43816533999984,0.4174264031777682,0.3078480223737041,4.6383921418133574e-07,No
386,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 24, 17, 16, 14, 29, 20, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 19, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1849.9180767070002,487.11350356,0.4132521391459905,0.7377736260967631,4.136594095535094e-103,No
387,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[1, 23, 7, 3, 2, 19, 27, 12, 24, 10, 28, 20, 5, 18, 25, 26, 4, 8, 15, 14, 30, 6, 13, 11, 16, 17, 29, 22, 21, 9]",2382.348277783,1019.5437046359998,0.4091196177545306,0.11518183934112547,3.4985651762733187e-217,No
388,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[13, 29, 26, 9, 6, 19, 18, 30, 3, 17, 24, 8, 12, 15, 14, 5, 11, 27, 25, 20, 1, 2, 21, 4, 23, 28, 10, 16, 7, 22]",2241.7969415099997,878.9923683629995,0.40502842157698526,0.1961418748333007,3.15420571498271e-189,No
389,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 13, 3, 18, 14, 23, 17, 27, 15, 12, 9, 25, 10, 8, 11, 24, 1, 6, 30, 20, 28, 21, 7, 4, 19, 29, 5, 16, 26, 22]",2006.2455695120002,643.440996365,0.4009781373612154,0.42568360715500764,4.1629036930276207e-140,No
390,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 20, 9, 8, 30, 7, 5, 1, 13, 25, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1537.949357789,175.14478464199988,0.39696835598760327,0.28854468772869746,4.7570925771971966e-39,No
391,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 21, 13, 20, 23, 3, 27, 6, 1, 11, 4, 18, 26, 12]",1463.816970477,101.01239732999989,0.39299867242772724,0.8643899087849796,4.727910353481456e-23,No
392,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 18, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 22, 26, 12]",1400.097528337,37.29295518999993,0.38906868570344993,0.29198280386294395,4.7251290195238545e-09,No
393,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[4, 16, 9, 21, 19, 10, 18, 1, 29, 22, 24, 30, 26, 2, 8, 6, 13, 28, 23, 7, 11, 3, 5, 12, 14, 15, 25, 20, 27, 17]",2426.5792548100003,1063.7746816630001,0.38517799884641546,0.20548123251816786,1.304175282825087e-240,No
394,"[2, 24, 17, 16, 14, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1362.8045731470002,"[2, 14, 17, 16, 24, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1352.117196097,-10.687377050000123,0.3813262188579513,--,--,Yes
395,"[2, 14, 17, 16, 24, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1352.117196097,"[2, 14, 17, 16, 24, 20, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 29, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1700.787819847,348.67062375,0.3775129566693718,0.5370984913381107,5.98690308320607e-81,No
396,"[2, 14, 17, 16, 24, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1352.117196097,"[2, 14, 17, 16, 24, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 12, 21, 11, 4, 18, 26, 6]",1437.47116407,85.35396797299995,0.37373782710267806,0.6721381530392184,1.456228802220194e-20,No
397,"[2, 14, 17, 16, 24, 29, 19, 28, 15, 22, 10, 25, 9, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1352.117196097,"[2, 14, 17, 16, 9, 29, 19, 28, 15, 22, 10, 25, 24, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1343.7331223170002,-8.38407377999988,0.3700004488316513,--,--,Yes
398,"[2, 14, 17, 16, 9, 29, 19, 28, 15, 22, 10, 25, 24, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1343.7331223170002,"[2, 14, 17, 16, 9, 29, 19, 28, 22, 15, 10, 25, 24, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1529.702789117,185.9696667999999,0.36630044434333475,0.47140605240404654,7.979795189422206e-45,No
399,"[2, 14, 17, 16, 9, 29, 19, 28, 15, 22, 10, 25, 24, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1343.7331223170002,"[2, 14, 17, 16, 9, 29, 19, 28, 15, 22, 10, 25, 24, 8, 30, 5, 7, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1457.5302362950001,113.79711397799997,0.3626374398999014,0.02973937502616575,5.537612315755899e-28,No
400,"[2, 14, 17, 16, 9, 29, 19, 28, 15, 22, 10, 25, 24, 8, 30, 7, 5, 1, 13, 20, 23, 3, 27, 6, 21, 11, 4, 18, 26, 12]",1343.7331223170002,"[10, 18, 17, 16, 9, 23, 15, 28, 20, 22, 29, 25, 21, 8, 30, 3, 5, 1, 13, 11, 14, 6, 27, 7, 4, 19, 24, 12, 26, 2]",2108.299145762,764.5660234449999,0.35901106550090234,0.8254425787552981,1.0505315994766091e-185,No
