,Rstart,L1,Rend,L2,delta L,T,random,Expo,Accept?
0,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 9, 23, 28, 5, 6, 27, 1, 26, 13, 18, 30, 22, 3, 8, 10, 4, 11, 21, 2]",1792.5721484949997,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 9, 23, 28, 21, 6, 27, 1, 26, 13, 18, 30, 22, 3, 8, 10, 4, 11, 5, 2]",1704.679012315,-87.89313617999983,20.0,--,--,Yes
1,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 9, 23, 28, 21, 6, 27, 1, 26, 13, 18, 30, 22, 3, 8, 10, 4, 11, 5, 2]",1704.679012315,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 30, 22, 3, 8, 10, 4, 11, 5, 2]",1726.785754065,22.106741750000083,19.8,0.5722832491857608,0.7998745135204444,Yes
2,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 30, 22, 3, 8, 10, 4, 11, 5, 2]",1726.785754065,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 11, 22, 3, 8, 10, 4, 30, 5, 2]",1755.338331055,28.552576990000034,19.602,0.2483955924110437,0.7472741950288545,Yes
3,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 11, 22, 3, 8, 10, 4, 30, 5, 2]",1755.338331055,"[16, 23, 24, 5, 28, 1, 3, 9, 8, 15, 26, 4, 30, 6, 25, 11, 12, 14, 10, 7, 19, 20, 21, 2, 29, 17, 22, 27, 18, 13]",2405.159437835,649.82110678,19.40598,0.33323965134306066,0.00123445920295697,No
4,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 11, 22, 3, 8, 10, 4, 30, 5, 2]",1755.338331055,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,-44.834477830000196,19.211920199999998,--,--,Yes
5,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[13, 2, 3, 15, 23, 11, 14, 28, 19, 1, 6, 22, 4, 10, 12, 16, 8, 18, 29, 24, 9, 17, 26, 7, 5, 27, 25, 30, 20, 21]",2103.957958039,393.4541048140002,19.019800997999997,0.28874909752820754,0.01596573484061811,No
6,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[14, 20, 29, 19, 15, 17, 3, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 16, 8, 11, 4, 30, 5, 2]",1820.705634075,110.2017808500002,18.829602988019996,0.901030136167039,0.3102067574714191,No
7,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[14, 20, 3, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 29, 8, 11, 4, 30, 5, 2]",1966.812057925,256.30820470000026,18.641306958139797,0.49113696353879277,0.06393455977743827,No
8,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 22, 18, 10, 13, 3, 8, 11, 4, 30, 5, 2]",1737.422578525,26.918725300000233,18.4548938885584,0.8367741671489692,0.7469742841603313,No
9,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[14, 20, 29, 19, 15, 17, 16, 27, 12, 7, 25, 24, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1788.02533095,77.52147772500007,18.270344949672815,0.7336404839124036,0.4280118385580427,No
10,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[14, 20, 10, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 29, 22, 3, 8, 11, 4, 30, 5, 2]",1979.074154065,268.5703008400001,18.087641500176087,0.44270854833658135,0.051320998418580406,No
11,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 25, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 10, 22, 3, 8, 11, 4, 30, 5, 2]",1710.5038532249998,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 10, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 8, 11, 4, 30, 5, 2]",1716.835992285,6.332139060000145,17.906765085174325,0.38444643814346857,0.9317195439931448,Yes
12,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 10, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 8, 11, 4, 30, 5, 2]",1716.835992285,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 10, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 11, 8, 4, 30, 5, 2]",1666.8479196449998,-49.988072640000155,17.727697434322582,--,--,Yes
13,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 10, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 11, 8, 4, 30, 5, 2]",1666.8479196449998,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 10, 27, 23, 28, 21, 6, 9, 1, 30, 13, 18, 25, 22, 3, 11, 8, 4, 26, 5, 2]",1759.975856815,93.12793717000022,17.550420459979357,0.904492519866509,0.3460189945986172,No
14,"[14, 20, 29, 19, 15, 17, 16, 24, 12, 7, 10, 27, 23, 28, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 11, 8, 4, 30, 5, 2]",1666.8479196449998,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 11, 8, 4, 30, 5, 2]",1732.2811333149998,65.43321366999999,17.374916255379564,0.32607127649060486,0.4708613032408494,Yes
15,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 11, 8, 4, 30, 5, 2]",1732.2811333149998,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1729.057635975,-3.223497339999767,17.201167092825767,--,--,Yes
16,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1729.057635975,"[14, 20, 29, 7, 15, 17, 16, 24, 12, 18, 8, 27, 9, 19, 21, 6, 30, 1, 26, 13, 28, 10, 22, 3, 4, 25, 11, 23, 5, 2]",1971.5637815049997,242.50614552999969,17.02915542189751,0.8355486554792216,0.057952656724174025,No
17,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1729.057635975,"[14, 13, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 20, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1782.299153745,53.24151776999997,16.858863867678537,0.9954929887091509,0.5317326038010423,No
18,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 6, 9, 1, 26, 13, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1729.057635975,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1770.9249148350002,41.86727886000017,16.690275229001752,0.5604820757238111,0.6055024401203702,Yes
19,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1770.9249148350002,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 13, 9, 3, 26, 6, 18, 25, 22, 1, 4, 8, 11, 30, 5, 2]",1807.7132167250002,36.78830188999996,16.523372476711735,0.6962073722752526,0.6406397105297341,No
20,"[14, 20, 29, 28, 15, 17, 16, 24, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1770.9249148350002,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1787.205003665,16.28008882999984,16.35813875194462,0.5322017237450863,0.8195124113298436,Yes
21,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1787.205003665,"[14, 29, 19, 25, 30, 7, 2, 9, 10, 16, 28, 6, 8, 18, 11, 24, 26, 1, 5, 22, 17, 20, 23, 13, 12, 21, 27, 15, 4, 3]",2130.45080499,343.245801325,16.194557364425172,0.11453226168377739,0.014421622288890585,No
22,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1787.205003665,"[28, 17, 27, 30, 1, 25, 2, 15, 11, 4, 16, 14, 12, 24, 23, 6, 9, 8, 13, 26, 7, 5, 20, 3, 22, 10, 19, 29, 18, 21]",2482.8403953029997,695.6353916379996,16.03261179078092,0.8846487567629648,0.00017033302362718205,No
23,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1787.205003665,"[14, 29, 20, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1939.609414585,152.40441091999992,15.87228567287311,0.5731056221768767,0.1465506875501169,No
24,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 13, 9, 1, 26, 6, 18, 25, 22, 3, 4, 8, 11, 30, 5, 2]",1787.205003665,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 22, 9, 1, 26, 6, 18, 25, 13, 3, 4, 8, 11, 30, 5, 2]",1830.0764343049998,42.871430639999744,15.713562816144378,0.5080085025366348,0.5794583495787884,Yes
25,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 23, 19, 21, 22, 9, 1, 26, 6, 18, 25, 13, 3, 4, 8, 11, 30, 5, 2]",1830.0764343049998,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 25, 13, 3, 4, 23, 11, 30, 5, 2]",1805.660564195,-24.415870109999787,15.556427187982935,--,--,Yes
26,"[14, 20, 29, 28, 15, 17, 24, 16, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 25, 13, 3, 4, 23, 11, 30, 5, 2]",1805.660564195,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1869.960541665,64.29997746999993,15.400862916103106,0.20093263802193573,0.4338667353311887,Yes
27,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1869.960541665,"[16, 22, 28, 20, 8, 1, 7, 26, 4, 14, 30, 17, 5, 11, 12, 29, 10, 18, 24, 9, 15, 6, 23, 25, 2, 13, 19, 21, 27, 3]",2239.287379304,369.3268376389999,15.246854286942074,0.4357726734927222,0.007870529092757709,No
28,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1869.960541665,"[10, 2, 26, 9, 27, 5, 4, 8, 1, 11, 29, 7, 14, 18, 28, 12, 20, 15, 30, 13, 24, 3, 21, 19, 6, 25, 23, 22, 16, 17]",2245.04516754,375.08462587500003,15.094385744072653,0.8769363288594596,0.006944147175462052,No
29,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1869.960541665,"[16, 25, 6, 15, 29, 17, 24, 20, 12, 7, 10, 14, 8, 5, 1, 22, 18, 2, 26, 21, 9, 27, 28, 3, 11, 23, 4, 30, 13, 19]",2336.7834482,466.8229065349999,14.943441886631927,0.11968335468361413,0.0019345834551854919,No
30,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 10, 27, 8, 19, 21, 22, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1869.960541665,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 8, 19, 21, 10, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1844.967758795,-24.992782869999928,14.794007467765608,--,--,Yes
31,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 8, 19, 21, 10, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1844.967758795,"[10, 11, 4, 17, 18, 14, 26, 8, 24, 23, 27, 30, 1, 6, 13, 22, 25, 12, 3, 20, 2, 16, 7, 5, 15, 28, 21, 29, 19, 9]",2095.18529208,250.21753328500017,14.646067393087952,0.3696116196948186,0.032815437043918656,No
32,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 8, 19, 21, 10, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1844.967758795,"[5, 20, 29, 8, 12, 17, 27, 25, 15, 7, 22, 6, 28, 19, 21, 10, 9, 1, 26, 24, 18, 14, 13, 3, 4, 23, 11, 30, 16, 2]",2138.3688917130003,293.40113291800026,14.499606719157072,0.6541111252146237,0.017474336767281003,No
33,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 8, 19, 21, 10, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 11, 30, 5, 2]",1844.967758795,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 8, 19, 21, 11, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 10, 30, 5, 2]",1860.9163112449999,15.948552449999852,14.354610651965501,0.6863833128935912,0.8007487262058164,Yes
34,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 8, 19, 21, 11, 9, 1, 26, 6, 18, 14, 13, 3, 4, 23, 10, 30, 5, 2]",1860.9163112449999,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 9, 19, 21, 11, 8, 1, 26, 6, 18, 14, 13, 3, 4, 23, 10, 30, 5, 2]",1896.0739915149998,35.1576802699999,14.211064545445845,0.13679043203313213,0.609697067454135,Yes
35,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 9, 19, 21, 11, 8, 1, 26, 6, 18, 14, 13, 3, 4, 23, 10, 30, 5, 2]",1896.0739915149998,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 9, 19, 21, 11, 8, 1, 3, 6, 18, 14, 13, 26, 4, 23, 10, 30, 5, 2]",1888.7826061350002,-7.2913853799996104,14.068953899991387,--,--,Yes
36,"[16, 20, 29, 28, 15, 17, 24, 25, 12, 7, 22, 27, 9, 19, 21, 11, 8, 1, 3, 6, 18, 14, 13, 26, 4, 23, 10, 30, 5, 2]",1888.7826061350002,"[9, 25, 17, 3, 13, 30, 21, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 29, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1892.445546745,3.6629406099998505,13.928264360991474,0.35432395777656234,0.9487620685778669,Yes
37,"[9, 25, 17, 3, 13, 30, 21, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 29, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1892.445546745,"[19, 25, 7, 27, 16, 14, 24, 4, 5, 20, 9, 26, 8, 13, 10, 17, 15, 6, 1, 11, 22, 28, 2, 21, 3, 30, 23, 29, 18, 12]",2349.157564265,456.71201752,13.788981717381558,0.42257026065279013,0.0013277045038382895,No
38,"[9, 25, 17, 3, 13, 30, 21, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 29, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1892.445546745,"[9, 25, 17, 3, 13, 30, 21, 19, 20, 28, 2, 12, 8, 27, 14, 10, 15, 29, 23, 6, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1971.3148270650001,78.86928032000014,13.651091900207742,0.9979600891469447,0.31489960061213396,No
39,"[9, 25, 17, 3, 13, 30, 21, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 29, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1892.445546745,"[15, 7, 8, 3, 10, 1, 4, 19, 16, 21, 14, 18, 30, 23, 11, 24, 27, 28, 5, 20, 25, 12, 17, 29, 6, 22, 13, 2, 9, 26]",2413.447672117,521.0021253719999,13.514580981205665,0.36727433929653075,0.00044822177931889664,No
40,"[9, 25, 17, 3, 13, 30, 21, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 29, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1892.445546745,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1811.660089965,-80.78545678,13.379435171393608,--,--,Yes
41,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1811.660089965,"[25, 1, 5, 3, 23, 30, 17, 18, 13, 28, 2, 4, 20, 27, 14, 6, 11, 21, 9, 10, 26, 16, 24, 12, 19, 29, 22, 8, 7, 15]",2123.3567457500003,311.6966557850003,13.245640819679672,0.15679893263030353,0.009037220996931715,No
42,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1811.660089965,"[9, 25, 21, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 17, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1974.349832345,162.6897423800001,13.113184411482875,0.27698842091643483,0.08363312907899784,No
43,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1811.660089965,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 1, 23, 10, 26, 16, 24, 7, 18, 21, 22, 5, 11, 4]",1894.603272665,82.94318270000008,12.982052567368045,0.47236025090748957,0.2786460119135539,No
44,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1811.660089965,"[17, 6, 14, 8, 18, 2, 26, 5, 15, 28, 21, 4, 20, 23, 12, 19, 11, 16, 10, 22, 29, 13, 24, 7, 27, 1, 3, 30, 25, 9]",2341.1377411400003,529.4776511750003,12.852232041694364,0.16297628373876372,0.00026402517449983866,No
45,"[9, 25, 17, 3, 13, 30, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 15, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1811.660089965,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,62.53217683999992,12.723709721277421,0.1578641140247311,0.3742154181058902,Yes
46,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,"[23, 25, 17, 3, 26, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 4, 21, 9, 10, 11, 16, 24, 7, 18, 1, 22, 5, 13, 30]",2067.7930513250003,193.6007845200004,12.596472624064647,0.86196338875912,0.04624097994088931,No
47,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,"[29, 25, 17, 3, 13, 20, 9, 26, 15, 22, 23, 19, 8, 27, 14, 6, 30, 5, 1, 7, 12, 16, 24, 10, 18, 11, 28, 21, 2, 4]",2133.31063056,259.118363755,12.470507897824001,0.3698726782889019,0.015674836185558528,No
48,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,"[9, 25, 17, 3, 13, 29, 15, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1901.9918957950001,27.7996289900002,12.345802818845762,0.919159140413748,0.6374053564850882,No
49,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,"[3, 10, 30, 2, 22, 24, 16, 14, 17, 9, 19, 23, 25, 11, 20, 7, 8, 21, 18, 27, 4, 1, 13, 5, 12, 29, 15, 6, 28, 26]",2062.50883559,188.3165687850003,12.222344790657305,0.6629429087816345,0.0458897751463397,No
50,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,"[26, 1, 19, 15, 16, 8, 6, 12, 28, 29, 10, 25, 24, 3, 11, 9, 7, 22, 17, 14, 5, 30, 2, 27, 20, 23, 21, 18, 4, 13]",2066.4545530880005,192.26228628300055,12.10012134275073,0.9845256696101221,0.04167486203361544,No
51,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 10, 26, 16, 24, 7, 18, 1, 22, 5, 11, 4]",1874.192266805,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 22, 26, 16, 24, 7, 18, 1, 10, 5, 11, 4]",1854.050079615,-20.14218718999996,11.979120129323222,--,--,Yes
52,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 22, 26, 16, 24, 7, 18, 1, 10, 5, 11, 4]",1854.050079615,"[13, 7, 25, 3, 20, 10, 26, 14, 15, 28, 29, 9, 22, 12, 2, 23, 30, 18, 4, 8, 19, 17, 24, 21, 16, 1, 27, 6, 11, 5]",2403.2128306,549.162750985,11.85932892802999,0.744469362878739,9.503372939666913e-05,No
53,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 21, 23, 22, 26, 16, 24, 7, 18, 1, 10, 5, 11, 4]",1854.050079615,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 24, 23, 22, 26, 16, 21, 7, 18, 1, 10, 5, 11, 4]",1912.9865701550002,58.93649054000025,11.74073563874969,0.10842949895531795,0.3664233609103445,Yes
54,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 24, 23, 22, 26, 16, 21, 7, 18, 1, 10, 5, 11, 4]",1912.9865701550002,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 24, 23, 22, 26, 21, 16, 7, 18, 1, 10, 5, 11, 4]",1920.4723680450002,7.485797889999958,11.623328282362193,0.4420459379170635,0.8791441131121026,Yes
55,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 24, 23, 22, 26, 21, 16, 7, 18, 1, 10, 5, 11, 4]",1920.4723680450002,"[21, 13, 8, 3, 25, 14, 28, 17, 12, 18, 1, 22, 15, 24, 19, 29, 30, 2, 5, 4, 20, 9, 27, 7, 10, 16, 23, 11, 6, 26]",2222.086010015,301.61364196999966,11.507094999538571,0.643896263184808,0.005288501089994318,No
56,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 27, 14, 6, 30, 24, 23, 22, 26, 21, 16, 7, 18, 1, 10, 5, 11, 4]",1920.4723680450002,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 1, 14, 6, 30, 24, 23, 22, 26, 21, 16, 7, 18, 27, 10, 5, 11, 4]",1937.36080805,16.888440004999893,11.392024049543185,0.6899233241919317,0.7434187028387399,Yes
57,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 1, 14, 6, 30, 24, 23, 22, 26, 21, 16, 7, 18, 27, 10, 5, 11, 4]",1937.36080805,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 21, 14, 6, 30, 24, 23, 22, 26, 1, 16, 7, 18, 27, 10, 5, 11, 4]",1939.5183656850002,2.157557635000103,11.278103809047753,0.5610445344143979,0.9624617058434467,Yes
58,"[9, 25, 17, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 21, 14, 6, 30, 24, 23, 22, 26, 1, 16, 7, 18, 27, 10, 5, 11, 4]",1939.5183656850002,"[9, 25, 6, 3, 13, 15, 29, 19, 20, 28, 2, 12, 8, 21, 14, 17, 30, 24, 23, 22, 26, 1, 16, 7, 18, 27, 10, 5, 11, 4]",1981.307583555,41.7892178699999,11.165322770957275,0.03354876045727884,0.47305023491640275,Yes
